paper_pmcid,paper_pmid,paper_title,paper_year,paper_url_pmc,paper_url_pubmed,dataset_accession,dataset_osdr_view,dataset_osdr_api,mission,organism,assay,project_type,data_source,evidence_type,confidence,evidence_notes,mined_mission_terms,mined_organism_terms,mined_assay_terms
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-140,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-140/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-140/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-148,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-148/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-148/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-149,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-149/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-149/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-151,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-151/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-151/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-152,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-152/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-152/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-153,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-153/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-153/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-154,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-154/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-154/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-155,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-155/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-155/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-156,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-156/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-156/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-157,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-157/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-157/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-158,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-158/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-158/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-159,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-159/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-159/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-172,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-172/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-172/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-174,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-174/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-174/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-175,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-175/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-175/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-176,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-176/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-176/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-178,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-178/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-178/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-18,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-18/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-18/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-182,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-182/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-182/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-183,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-183/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-183/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-188,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-188/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-188/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-189,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-189/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-189/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-195,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-195/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-195/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-198,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-198/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-198/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-202,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-202/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-202/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-21,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-21/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-21/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-222,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-222/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-222/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-227,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-227/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-227/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-228,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-228/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-228/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-232,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-232/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-232/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-25,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-25/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-25/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-283,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-283/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-283/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-285,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-285/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-285/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-29,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-29/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-29/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-297,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-297/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-297/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-30,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-30/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-30/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-317,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-317/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-317/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-32,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-32/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-32/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-324,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-324/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-324/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-33,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-33/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-33/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-342,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-342/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-342/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-354,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-354/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-354/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-367,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-367/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-367/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-368,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-368/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-368/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-369,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-369/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-369/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-370,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-370/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-370/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-396,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-396/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-396/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
PMC11053165,nan,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,2024.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,https://pubmed.ncbi.nlm.nih.gov/nan/,OSD-4,https://visualization.osdr.nasa.gov/biodata/dataset/OSD-4/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-4/,,,,,,explicit_unvalidated,0.8,Accession string found in article text,BION-M1;ISS;shuttle,Mus musculus;mice;mouse,Microarray;metabolomics;microarray;proteomics;transcriptomic;transcriptomics
